,model,celltype,feature,source
569,DanQ,A549,CEBPB,ENCODE
570,DanQ,A549,Max,ENCODE
571,DanQ,A549,Pol2(phosphoS2),ENCODE
572,DanQ,A549,Rad21,ENCODE
573,DanQ,GM08714,ZNF274,ENCODE
574,DanQ,GM10847,NFKB,ENCODE
575,DanQ,GM10847,Pol2,ENCODE
576,DanQ,GM12878,BHLHE40,ENCODE
577,DanQ,GM12878,BRCA1,ENCODE
578,DanQ,GM12878,c-Fos,ENCODE
579,DanQ,GM12878,CHD1,ENCODE
580,DanQ,GM12878,CHD2,ENCODE
581,DanQ,GM12878,COREST,ENCODE
582,DanQ,GM12878,CTCF,ENCODE
583,DanQ,GM12878,E2F4,ENCODE
584,DanQ,GM12878,EBF1,ENCODE
585,DanQ,GM12878,ELK1,ENCODE
586,DanQ,GM12878,IKZF1,ENCODE
587,DanQ,GM12878,JunD,ENCODE
588,DanQ,GM12878,Max,ENCODE
589,DanQ,GM12878,MAZ,ENCODE
590,DanQ,GM12878,Mxi1,ENCODE
591,DanQ,GM12878,NF-E2,ENCODE
592,DanQ,GM12878,NFKB,ENCODE
593,DanQ,GM12878,NF-YA,ENCODE
594,DanQ,GM12878,NF-YB,ENCODE
595,DanQ,GM12878,Nrf1,ENCODE
596,DanQ,GM12878,p300,ENCODE
597,DanQ,GM12878,p300,ENCODE
598,DanQ,GM12878,Pol2,ENCODE
599,DanQ,GM12878,Pol2(phosphoS2),ENCODE
600,DanQ,GM12878,Pol2,ENCODE
601,DanQ,GM12878,Pol3,ENCODE
602,DanQ,GM12878,Rad21,ENCODE
603,DanQ,GM12878,RFX5,ENCODE
604,DanQ,GM12878,SIN3A,ENCODE
605,DanQ,GM12878,SMC3,ENCODE
606,DanQ,GM12878,STAT1,ENCODE
607,DanQ,GM12878,STAT3,ENCODE
608,DanQ,GM12878,TBLR1,ENCODE
609,DanQ,GM12878,TBP,ENCODE
610,DanQ,GM12878,TR4,ENCODE
611,DanQ,GM12878,USF2,ENCODE
612,DanQ,GM12878,WHIP,ENCODE
613,DanQ,GM12878,YY1,ENCODE
614,DanQ,GM12878,Znf143,ENCODE
615,DanQ,GM12878,ZNF274,ENCODE
616,DanQ,GM12878,ZZZ3,ENCODE
617,DanQ,GM12891,NFKB,ENCODE
618,DanQ,GM12891,Pol2,ENCODE
619,DanQ,GM12892,NFKB,ENCODE
620,DanQ,GM12892,Pol2,ENCODE
621,DanQ,GM15510,NFKB,ENCODE
622,DanQ,GM15510,Pol2,ENCODE
623,DanQ,GM18505,NFKB,ENCODE
624,DanQ,GM18505,Pol2,ENCODE
625,DanQ,GM18526,NFKB,ENCODE
626,DanQ,GM18526,Pol2,ENCODE
627,DanQ,GM18951,NFKB,ENCODE
628,DanQ,GM18951,Pol2,ENCODE
629,DanQ,GM19099,NFKB,ENCODE
630,DanQ,GM19099,Pol2,ENCODE
631,DanQ,GM19193,NFKB,ENCODE
632,DanQ,GM19193,Pol2,ENCODE
633,DanQ,H1-hESC,Bach1,ENCODE
634,DanQ,H1-hESC,BRCA1,ENCODE
635,DanQ,H1-hESC,CEBPB,ENCODE
636,DanQ,H1-hESC,CHD1,ENCODE
637,DanQ,H1-hESC,CHD2,ENCODE
638,DanQ,H1-hESC,c-Jun,ENCODE
639,DanQ,H1-hESC,c-Myc,ENCODE
640,DanQ,H1-hESC,CtBP2,ENCODE
641,DanQ,H1-hESC,GTF2F1,ENCODE
642,DanQ,H1-hESC,JunD,ENCODE
643,DanQ,H1-hESC,MafK,ENCODE
644,DanQ,H1-hESC,Max,ENCODE
645,DanQ,H1-hESC,Mxi1,ENCODE
646,DanQ,H1-hESC,Nrf1,ENCODE
647,DanQ,H1-hESC,Rad21,ENCODE
648,DanQ,H1-hESC,RFX5,ENCODE
649,DanQ,H1-hESC,SIN3A,ENCODE
650,DanQ,H1-hESC,SUZ12,ENCODE
651,DanQ,H1-hESC,TBP,ENCODE
652,DanQ,H1-hESC,USF2,ENCODE
653,DanQ,H1-hESC,Znf143,ENCODE
654,DanQ,HCT-116,Pol2,ENCODE
655,DanQ,HCT-116,TCF7L2,ENCODE
656,DanQ,HEK293,ELK4,ENCODE
657,DanQ,HEK293,KAP1,ENCODE
658,DanQ,HEK293,Pol2,ENCODE
659,DanQ,HEK293,TCF7L2,ENCODE
660,DanQ,HEK293-T-REx,ZNF263,ENCODE
661,DanQ,HeLa-S3,AP-2alpha,ENCODE
662,DanQ,HeLa-S3,AP-2gamma,ENCODE
663,DanQ,HeLa-S3,BAF155,ENCODE
664,DanQ,HeLa-S3,BAF170,ENCODE
665,DanQ,HeLa-S3,BDP1,ENCODE
666,DanQ,HeLa-S3,BRCA1,ENCODE
667,DanQ,HeLa-S3,BRF1,ENCODE
668,DanQ,HeLa-S3,BRF2,ENCODE
669,DanQ,HeLa-S3,Brg1,ENCODE
670,DanQ,HeLa-S3,CEBPB,ENCODE
671,DanQ,HeLa-S3,c-Fos,ENCODE
672,DanQ,HeLa-S3,CHD2,ENCODE
673,DanQ,HeLa-S3,c-Jun,ENCODE
674,DanQ,HeLa-S3,c-Myc,ENCODE
675,DanQ,HeLa-S3,COREST,ENCODE
676,DanQ,HeLa-S3,E2F1,ENCODE
677,DanQ,HeLa-S3,E2F4,ENCODE
678,DanQ,HeLa-S3,E2F6,ENCODE
679,DanQ,HeLa-S3,ELK1,ENCODE
680,DanQ,HeLa-S3,ELK4,ENCODE
681,DanQ,HeLa-S3,GTF2F1,ENCODE
682,DanQ,HeLa-S3,HA-E2F1,ENCODE
683,DanQ,HeLa-S3,Ini1,ENCODE
684,DanQ,HeLa-S3,IRF3,ENCODE
685,DanQ,HeLa-S3,JunD,ENCODE
686,DanQ,HeLa-S3,MafK,ENCODE
687,DanQ,HeLa-S3,Max,ENCODE
688,DanQ,HeLa-S3,MAZ,ENCODE
689,DanQ,HeLa-S3,Mxi1,ENCODE
690,DanQ,HeLa-S3,NF-YA,ENCODE
691,DanQ,HeLa-S3,NF-YB,ENCODE
692,DanQ,HeLa-S3,Nrf1,ENCODE
693,DanQ,HeLa-S3,p300,ENCODE
694,DanQ,HeLa-S3,Pol2(phosphoS2),ENCODE
695,DanQ,HeLa-S3,Pol2,ENCODE
696,DanQ,HeLa-S3,PRDM1,ENCODE
697,DanQ,HeLa-S3,Rad21,ENCODE
698,DanQ,HeLa-S3,RFX5,ENCODE
699,DanQ,HeLa-S3,RPC155,ENCODE
700,DanQ,HeLa-S3,SMC3,ENCODE
701,DanQ,HeLa-S3,SPT20,ENCODE
702,DanQ,HeLa-S3,STAT1,ENCODE
703,DanQ,HeLa-S3,STAT3,ENCODE
704,DanQ,HeLa-S3,TBP,ENCODE
705,DanQ,HeLa-S3,TCF7L2,ENCODE
706,DanQ,HeLa-S3,TCF7L2,ENCODE
707,DanQ,HeLa-S3,TFIIIC-110,ENCODE
708,DanQ,HeLa-S3,TR4,ENCODE
709,DanQ,HeLa-S3,USF2,ENCODE
710,DanQ,HeLa-S3,ZKSCAN1,ENCODE
711,DanQ,HeLa-S3,Znf143,ENCODE
712,DanQ,HeLa-S3,ZNF274,ENCODE
713,DanQ,HeLa-S3,ZZZ3,ENCODE
714,DanQ,HepG2,ARID3A,ENCODE
715,DanQ,HepG2,BHLHE40,ENCODE
716,DanQ,HepG2,BRCA1,ENCODE
717,DanQ,HepG2,CEBPB,ENCODE
718,DanQ,HepG2,CEBPB,ENCODE
719,DanQ,HepG2,CHD2,ENCODE
720,DanQ,HepG2,c-Jun,ENCODE
721,DanQ,HepG2,COREST,ENCODE
722,DanQ,HepG2,ERRA,ENCODE
723,DanQ,HepG2,GRp20,ENCODE
724,DanQ,HepG2,HNF4A,ENCODE
725,DanQ,HepG2,HSF1,ENCODE
726,DanQ,HepG2,IRF3,ENCODE
727,DanQ,HepG2,JunD,ENCODE
728,DanQ,HepG2,MafF,ENCODE
729,DanQ,HepG2,MafK,ENCODE
730,DanQ,HepG2,MafK,ENCODE
731,DanQ,HepG2,Max,ENCODE
732,DanQ,HepG2,MAZ,ENCODE
733,DanQ,HepG2,Mxi1,ENCODE
734,DanQ,HepG2,Nrf1,ENCODE
735,DanQ,HepG2,p300,ENCODE
736,DanQ,HepG2,PGC1A,ENCODE
737,DanQ,HepG2,Pol2,ENCODE
738,DanQ,HepG2,Pol2,ENCODE
739,DanQ,HepG2,Pol2(phosphoS2),ENCODE
740,DanQ,HepG2,Rad21,ENCODE
741,DanQ,HepG2,RFX5,ENCODE
742,DanQ,HepG2,SMC3,ENCODE
743,DanQ,HepG2,SREBP1,ENCODE
744,DanQ,HepG2,TBP,ENCODE
745,DanQ,HepG2,TCF7L2,ENCODE
746,DanQ,HepG2,TR4,ENCODE
747,DanQ,HepG2,USF2,ENCODE
748,DanQ,HepG2,ZNF274,ENCODE
749,DanQ,HUVEC,c-Fos,ENCODE
750,DanQ,HUVEC,c-Jun,ENCODE
751,DanQ,HUVEC,GATA2,ENCODE
752,DanQ,HUVEC,Max,ENCODE
753,DanQ,HUVEC,Pol2,ENCODE
754,DanQ,IMR90,CEBPB,ENCODE
755,DanQ,IMR90,CTCF,ENCODE
756,DanQ,IMR90,MafK,ENCODE
757,DanQ,IMR90,Pol2,ENCODE
758,DanQ,IMR90,Rad21,ENCODE
759,DanQ,K562,ARID3A,ENCODE
760,DanQ,K562,ATF1,ENCODE
761,DanQ,K562,ATF3,ENCODE
762,DanQ,K562,Bach1,ENCODE
763,DanQ,K562,BDP1,ENCODE
764,DanQ,K562,BHLHE40,ENCODE
765,DanQ,K562,BRF1,ENCODE
766,DanQ,K562,BRF2,ENCODE
767,DanQ,K562,Brg1,ENCODE
768,DanQ,K562,CCNT2,ENCODE
769,DanQ,K562,CEBPB,ENCODE
770,DanQ,K562,c-Fos,ENCODE
771,DanQ,K562,CHD2,ENCODE
772,DanQ,K562,c-Jun,ENCODE
773,DanQ,K562,c-Jun,ENCODE
774,DanQ,K562,c-Jun,ENCODE
775,DanQ,K562,c-Jun,ENCODE
776,DanQ,K562,c-Jun,ENCODE
777,DanQ,K562,c-Myc,ENCODE
778,DanQ,K562,c-Myc,ENCODE
779,DanQ,K562,c-Myc,ENCODE
780,DanQ,K562,c-Myc,ENCODE
781,DanQ,K562,c-Myc,ENCODE
782,DanQ,K562,c-Myc,ENCODE
783,DanQ,K562,COREST,ENCODE
784,DanQ,K562,COREST,ENCODE
785,DanQ,K562,CTCF,ENCODE
786,DanQ,K562,E2F4,ENCODE
787,DanQ,K562,E2F6,ENCODE
788,DanQ,K562,ELK1,ENCODE
789,DanQ,K562,GATA1,ENCODE
790,DanQ,K562,GATA2,ENCODE
791,DanQ,K562,GTF2B,ENCODE
792,DanQ,K562,GTF2F1,ENCODE
793,DanQ,K562,HMGN3,ENCODE
794,DanQ,K562,Ini1,ENCODE
795,DanQ,K562,IRF1,ENCODE
796,DanQ,K562,IRF1,ENCODE
797,DanQ,K562,IRF1,ENCODE
798,DanQ,K562,IRF1,ENCODE
799,DanQ,K562,JunD,ENCODE
800,DanQ,K562,KAP1,ENCODE
801,DanQ,K562,MafF,ENCODE
802,DanQ,K562,MafK,ENCODE
803,DanQ,K562,Max,ENCODE
804,DanQ,K562,MAZ,ENCODE
805,DanQ,K562,Mxi1,ENCODE
806,DanQ,K562,NELFe,ENCODE
807,DanQ,K562,NF-E2,ENCODE
808,DanQ,K562,NF-YA,ENCODE
809,DanQ,K562,NF-YB,ENCODE
810,DanQ,K562,Nrf1,ENCODE
811,DanQ,K562,p300,ENCODE
812,DanQ,K562,Pol2,ENCODE
813,DanQ,K562,Pol2,ENCODE
814,DanQ,K562,Pol2,ENCODE
815,DanQ,K562,Pol2,ENCODE
816,DanQ,K562,Pol2,ENCODE
817,DanQ,K562,Pol2(phosphoS2),ENCODE
818,DanQ,K562,Pol2(phosphoS2),ENCODE
819,DanQ,K562,Pol2,ENCODE
820,DanQ,K562,Pol3,ENCODE
821,DanQ,K562,Rad21,ENCODE
822,DanQ,K562,RFX5,ENCODE
823,DanQ,K562,RPC155,ENCODE
824,DanQ,K562,SETDB1,ENCODE
825,DanQ,K562,SETDB1,ENCODE
826,DanQ,K562,SIRT6,ENCODE
827,DanQ,K562,SMC3,ENCODE
828,DanQ,K562,STAT1,ENCODE
829,DanQ,K562,STAT1,ENCODE
830,DanQ,K562,STAT1,ENCODE
831,DanQ,K562,STAT1,ENCODE
832,DanQ,K562,STAT2,ENCODE
833,DanQ,K562,STAT2,ENCODE
834,DanQ,K562,TAL1,ENCODE
835,DanQ,K562,TBLR1,ENCODE
836,DanQ,K562,TBLR1,ENCODE
837,DanQ,K562,TBP,ENCODE
838,DanQ,K562,TFIIIC-110,ENCODE
839,DanQ,K562,TR4,ENCODE
840,DanQ,K562,UBF,ENCODE
841,DanQ,K562,UBTF,ENCODE
842,DanQ,K562,USF2,ENCODE
843,DanQ,K562,YY1,ENCODE
844,DanQ,K562,Znf143,ENCODE
845,DanQ,K562,ZNF263,ENCODE
846,DanQ,K562,ZNF274,ENCODE
847,DanQ,K562,ZNF274,ENCODE
848,DanQ,MCF10A-Er-Src,c-Fos,ENCODE
849,DanQ,MCF10A-Er-Src,c-Fos,ENCODE
850,DanQ,MCF10A-Er-Src,c-Fos,ENCODE
851,DanQ,MCF10A-Er-Src,c-Fos,ENCODE
852,DanQ,MCF10A-Er-Src,c-Myc,ENCODE
853,DanQ,MCF10A-Er-Src,c-Myc,ENCODE
854,DanQ,MCF10A-Er-Src,E2F4,ENCODE
855,DanQ,MCF10A-Er-Src,Pol2,ENCODE
856,DanQ,MCF10A-Er-Src,Pol2,ENCODE
857,DanQ,MCF10A-Er-Src,STAT3,ENCODE
858,DanQ,MCF10A-Er-Src,STAT3,ENCODE
859,DanQ,MCF10A-Er-Src,STAT3,ENCODE
860,DanQ,MCF10A-Er-Src,STAT3,ENCODE
861,DanQ,MCF10A-Er-Src,STAT3,ENCODE
862,DanQ,MCF-7,GATA3,ENCODE
863,DanQ,MCF-7,GATA3,ENCODE
864,DanQ,MCF-7,HA-E2F1,ENCODE
865,DanQ,MCF-7,TCF7L2,ENCODE
866,DanQ,MCF-7,ZNF217,ENCODE
867,DanQ,NB4,c-Myc,ENCODE
868,DanQ,NB4,Max,ENCODE
869,DanQ,NB4,Pol2,ENCODE
870,DanQ,NT2-D1,SUZ12,ENCODE
871,DanQ,NT2-D1,YY1,ENCODE
872,DanQ,NT2-D1,ZNF274,ENCODE
873,DanQ,PANC-1,TCF7L2,ENCODE
874,DanQ,PBDEFetal,GATA1,ENCODE
875,DanQ,PBDE,GATA1,ENCODE
876,DanQ,PBDE,Pol2,ENCODE
877,DanQ,Raji,Pol2,ENCODE
878,DanQ,SH-SY5Y,GATA2,ENCODE
879,DanQ,SH-SY5Y,GATA3,ENCODE
880,DanQ,U2OS,KAP1,ENCODE
881,DanQ,U2OS,SETDB1,ENCODE
882,DanQ,K562,eGFP-FOS,ENCODE
883,DanQ,K562,eGFP-GATA2,ENCODE
884,DanQ,K562,eGFP-HDAC8,ENCODE
885,DanQ,K562,eGFP-JunB,ENCODE
886,DanQ,K562,eGFP-JunD,ENCODE
887,DanQ,A549,CTCF,ENCODE
888,DanQ,A549,Pol2,ENCODE
889,DanQ,Fibrobl,CTCF,ENCODE
890,DanQ,Gliobla,CTCF,ENCODE
891,DanQ,Gliobla,Pol2,ENCODE
892,DanQ,GM12878,c-Myc,ENCODE
893,DanQ,GM12878,CTCF,ENCODE
894,DanQ,GM12878,Pol2,ENCODE
895,DanQ,GM12891,CTCF,ENCODE
896,DanQ,GM12892,CTCF,ENCODE
897,DanQ,GM19238,CTCF,ENCODE
898,DanQ,GM19239,CTCF,ENCODE
899,DanQ,GM19240,CTCF,ENCODE
900,DanQ,H1-hESC,c-Myc,ENCODE
901,DanQ,H1-hESC,CTCF,ENCODE
902,DanQ,H1-hESC,Pol2,ENCODE
903,DanQ,HeLa-S3,c-Myc,ENCODE
904,DanQ,HeLa-S3,CTCF,ENCODE
905,DanQ,HeLa-S3,Pol2,ENCODE
906,DanQ,HepG2,c-Myc,ENCODE
907,DanQ,HepG2,CTCF,ENCODE
908,DanQ,HepG2,Pol2,ENCODE
909,DanQ,HUVEC,c-Myc,ENCODE
910,DanQ,HUVEC,CTCF,ENCODE
911,DanQ,HUVEC,Pol2,ENCODE
912,DanQ,K562,c-Myc,ENCODE
913,DanQ,K562,CTCF,ENCODE
914,DanQ,K562,Pol2,ENCODE
915,DanQ,MCF-7,c-Myc,ENCODE
916,DanQ,MCF-7,c-Myc,ENCODE
917,DanQ,MCF-7,c-Myc,ENCODE
918,DanQ,MCF-7,c-Myc,ENCODE
919,DanQ,MCF-7,CTCF,ENCODE
920,DanQ,MCF-7,CTCF,ENCODE
921,DanQ,MCF-7,CTCF,ENCODE
922,DanQ,MCF-7,CTCF,ENCODE
923,DanQ,MCF-7,CTCF,ENCODE
924,DanQ,MCF-7,Pol2,ENCODE
925,DanQ,MCF-7,Pol2,ENCODE
926,DanQ,MCF-7,Pol2,ENCODE
927,DanQ,NHEK,CTCF,ENCODE
928,DanQ,ProgFib,CTCF,ENCODE
929,DanQ,ProgFib,Pol2,ENCODE
930,DanQ,A549,CTCF,ENCODE
931,DanQ,AG04449,CTCF,ENCODE
932,DanQ,AG04450,CTCF,ENCODE
933,DanQ,AG09309,CTCF,ENCODE
934,DanQ,AG09319,CTCF,ENCODE
935,DanQ,AG10803,CTCF,ENCODE
936,DanQ,AoAF,CTCF,ENCODE
937,DanQ,BE2_C,CTCF,ENCODE
938,DanQ,BJ,CTCF,ENCODE
939,DanQ,Caco-2,CTCF,ENCODE
940,DanQ,GM06990,CTCF,ENCODE
941,DanQ,GM12801,CTCF,ENCODE
942,DanQ,GM12864,CTCF,ENCODE
943,DanQ,GM12865,CTCF,ENCODE
944,DanQ,GM12872,CTCF,ENCODE
945,DanQ,GM12873,CTCF,ENCODE
946,DanQ,GM12874,CTCF,ENCODE
947,DanQ,GM12875,CTCF,ENCODE
948,DanQ,GM12878,CTCF,ENCODE
949,DanQ,HAc,CTCF,ENCODE
950,DanQ,HA-sp,CTCF,ENCODE
951,DanQ,HBMEC,CTCF,ENCODE
952,DanQ,HCFaa,CTCF,ENCODE
953,DanQ,HCM,CTCF,ENCODE
954,DanQ,HCPEpiC,CTCF,ENCODE
955,DanQ,HCT-116,CTCF,ENCODE
956,DanQ,HEEpiC,CTCF,ENCODE
957,DanQ,HEK293,CTCF,ENCODE
958,DanQ,HeLa-S3,CTCF,ENCODE
959,DanQ,HepG2,CTCF,ENCODE
960,DanQ,HFF,CTCF,ENCODE
961,DanQ,HFF-Myc,CTCF,ENCODE
962,DanQ,HL-60,CTCF,ENCODE
963,DanQ,HMEC,CTCF,ENCODE
964,DanQ,HMF,CTCF,ENCODE
965,DanQ,HPAF,CTCF,ENCODE
966,DanQ,HPF,CTCF,ENCODE
967,DanQ,HRE,CTCF,ENCODE
968,DanQ,HRPEpiC,CTCF,ENCODE
969,DanQ,HUVEC,CTCF,ENCODE
970,DanQ,HVMF,CTCF,ENCODE
971,DanQ,K562,CTCF,ENCODE
972,DanQ,MCF-7,CTCF,ENCODE
973,DanQ,NB4,CTCF,ENCODE
974,DanQ,NHDF-neo,CTCF,ENCODE
975,DanQ,NHEK,CTCF,ENCODE
976,DanQ,NHLF,CTCF,ENCODE
977,DanQ,RPTEC,CTCF,ENCODE
978,DanQ,SAEC,CTCF,ENCODE
979,DanQ,SK-N-SH_RA,CTCF,ENCODE
980,DanQ,WERI-Rb-1,CTCF,ENCODE
981,DanQ,WI-38,CTCF,ENCODE
982,DanQ,H1-hESC,H2AK5ac,Roadmap
983,DanQ,H1-hESC,H2AZ,Roadmap
984,DanQ,H1-hESC,H2BK120ac,Roadmap
985,DanQ,H1-hESC,H2BK12ac,Roadmap
986,DanQ,H1-hESC,H2BK15ac,Roadmap
987,DanQ,H1-hESC,H2BK20ac,Roadmap
988,DanQ,H1-hESC,H2BK5ac,Roadmap
989,DanQ,H1-hESC,H3K14ac,Roadmap
990,DanQ,H1-hESC,H3K18ac,Roadmap
991,DanQ,H1-hESC,H3K23ac,Roadmap
992,DanQ,H1-hESC,H3K23me2,Roadmap
993,DanQ,H1-hESC,H3K27ac,Roadmap
994,DanQ,H1-hESC,H3K27me3,Roadmap
995,DanQ,H1-hESC,H3K36me3,Roadmap
996,DanQ,H1-hESC,H3K4ac,Roadmap
997,DanQ,H1-hESC,H3K4me1,Roadmap
998,DanQ,H1-hESC,H3K4me2,Roadmap
999,DanQ,H1-hESC,H3K4me3,Roadmap
1000,DanQ,H1-hESC,H3K56ac,Roadmap
1001,DanQ,H1-hESC,H3K79me1,Roadmap
1002,DanQ,H1-hESC,H3K79me2,Roadmap
1003,DanQ,H1-hESC,H3K9ac,Roadmap
1004,DanQ,H1-hESC,H3K9me3,Roadmap
1005,DanQ,H1-hESC,H4K20me1,Roadmap
1006,DanQ,H1-hESC,H4K5ac,Roadmap
1007,DanQ,H1-hESC,H4K8ac,Roadmap
1008,DanQ,H1-hESC,H4K91ac,Roadmap
1009,DanQ,K562,H2AZ,Roadmap
1010,DanQ,K562,H3K27ac,Roadmap
1011,DanQ,K562,H3K27me3,Roadmap
1012,DanQ,K562,H3K36me3,Roadmap
1013,DanQ,K562,H3K4me1,Roadmap
1014,DanQ,K562,H3K4me2,Roadmap
1015,DanQ,K562,H3K4me3,Roadmap
1016,DanQ,K562,H3K79me2,Roadmap
1017,DanQ,K562,H3K9ac,Roadmap
1018,DanQ,K562,H3K9me1,Roadmap
1019,DanQ,K562,H3K9me3,Roadmap
1020,DanQ,K562,H4K20me1,Roadmap
1021,DanQ,Monocytes-CD14+RO01746 ,H2AZ,Roadmap
1022,DanQ,Monocytes-CD14+RO01746 ,H3K27ac,Roadmap
1023,DanQ,Monocytes-CD14+RO01746 ,H3K27me3,Roadmap
1024,DanQ,Monocytes-CD14+RO01746 ,H3K36me3,Roadmap
1025,DanQ,Monocytes-CD14+RO01746 ,H3K4me1,Roadmap
1026,DanQ,Monocytes-CD14+RO01746 ,H3K4me2,Roadmap
1027,DanQ,Monocytes-CD14+RO01746 ,H3K4me3,Roadmap
1028,DanQ,Monocytes-CD14+RO01746 ,H3K79me2,Roadmap
1029,DanQ,Monocytes-CD14+RO01746 ,H3K9ac,Roadmap
1030,DanQ,Monocytes-CD14+RO01746 ,H3K9me3,Roadmap
1031,DanQ,Monocytes-CD14+RO01746 ,H4K20me1,Roadmap
1032,DanQ,NH-A,H2AZ,Roadmap
1033,DanQ,NH-A,H3K27ac,Roadmap
1034,DanQ,NH-A,H3K27me3,Roadmap
1035,DanQ,NH-A,H3K36me3,Roadmap
1036,DanQ,NH-A,H3K4me1,Roadmap
1037,DanQ,NH-A,H3K4me2,Roadmap
1038,DanQ,NH-A,H3K4me3,Roadmap
1039,DanQ,NH-A,H3K79me2,Roadmap
1040,DanQ,NH-A,H3K9ac,Roadmap
1041,DanQ,NH-A,H3K9me3,Roadmap
1042,DanQ,NH-A,H4K20me1,Roadmap
1043,DanQ,NHDF-Ad,H2AZ,Roadmap
1044,DanQ,NHDF-Ad,H3K27ac,Roadmap
1045,DanQ,NHDF-Ad,H3K27me3,Roadmap
1046,DanQ,NHDF-Ad,H3K36me3,Roadmap
1047,DanQ,NHDF-Ad,H3K4me1,Roadmap
1048,DanQ,NHDF-Ad,H3K4me2,Roadmap
1049,DanQ,NHDF-Ad,H3K4me3,Roadmap
1050,DanQ,NHDF-Ad,H3K79me2,Roadmap
1051,DanQ,NHDF-Ad,H3K9ac,Roadmap
1052,DanQ,NHDF-Ad,H3K9me3,Roadmap
1053,DanQ,NHDF-Ad,H4K20me1,Roadmap
1054,DanQ,NHEK,H2AZ,Roadmap
1055,DanQ,NHEK,H3K27ac,Roadmap
1056,DanQ,NHEK,H3K27me3,Roadmap
1057,DanQ,NHEK,H3K36me3,Roadmap
1058,DanQ,NHEK,H3K4me1,Roadmap
1059,DanQ,NHEK,H3K4me2,Roadmap
1060,DanQ,NHEK,H3K4me3,Roadmap
1061,DanQ,NHEK,H3K79me2,Roadmap
1062,DanQ,NHEK,H3K9ac,Roadmap
1063,DanQ,NHEK,H3K9me1,Roadmap
1064,DanQ,NHEK,H3K9me3,Roadmap
1065,DanQ,NHEK,H4K20me1,Roadmap
1066,DanQ,NHLF,H2AZ,Roadmap
1067,DanQ,NHLF,H3K27ac,Roadmap
1068,DanQ,NHLF,H3K27me3,Roadmap
1069,DanQ,NHLF,H3K36me3,Roadmap
1070,DanQ,NHLF,H3K4me1,Roadmap
1071,DanQ,NHLF,H3K4me2,Roadmap
1072,DanQ,NHLF,H3K4me3,Roadmap
1073,DanQ,NHLF,H3K79me2,Roadmap
1074,DanQ,NHLF,H3K9ac,Roadmap
1075,DanQ,NHLF,H3K9me3,Roadmap
1076,DanQ,NHLF,H4K20me1,Roadmap
1077,DanQ,Osteoblasts,H2AZ,Roadmap
1078,DanQ,Osteoblasts,H3K27ac,Roadmap
1079,DanQ,Osteoblasts,H3K27me3,Roadmap
1080,DanQ,Osteoblasts,H3K36me3,Roadmap
1081,DanQ,Osteoblasts,H3K4me1,Roadmap
1082,DanQ,Osteoblasts,H3K4me2,Roadmap
1083,DanQ,Osteoblasts,H3K4me3,Roadmap
1084,DanQ,Osteoblasts,H3K79me2,Roadmap
1085,DanQ,Osteoblasts,H3K9me3,Roadmap
1086,MPRALegNet,HepG2,lentiMPRA,lentiMPRA (doi.org/10.1038/s41586-024-08430-9)
1087,MPRALegNet,K562,lentiMPRA,lentiMPRA (doi.org/10.1038/s41586-024-08430-9)
1088,MPRALegNet,WTC11,lentiMPRA,lentiMPRA (doi.org/10.1038/s41586-024-08430-9)
1089,SahuCNN,GP5d,ATAC-seq,ATAC-seq (doi.org/10.1038/s41588-021-01009-4)
1090,SahuCNN,GP5d,STARR-seq,STARR-seq (doi.org/10.1038/s41588-021-01009-4)
1091,APARENT2,HEK293,Alternative Polyadenylation,MPRA (doi.org/10.1016/j.cell.2019.04.046)
1092,DeepDNAshape,None,Shift,MC simulations
1093,DeepDNAshape,None,Slide,MC simulations
1094,DeepDNAshape,None,Rise,MC simulations
1095,DeepDNAshape,None,Tilt,MC simulations
1096,DeepDNAshape,None,Roll,MC simulations
1097,DeepDNAshape,None,HelT,MC simulations
1098,DeepDNAshape,None,Shear,MC simulations
1099,DeepDNAshape,None,Stretch,MC simulations
1100,DeepDNAshape,None,Stagger,MC simulations
1101,DeepDNAshape,None,Buckle,MC simulations
1102,DeepDNAshape,None,ProT,MC simulations
1103,DeepDNAshape,None,Opening,MC simulations
1104,DeepDNAshape,None,MGW,MC simulations
1105,DeepDNAshape,None,EP,MC simulations
1106,CLIPNET,LCL,PRO-cap quantity,GEO
1107,Puffin,None,FANTOM-CAGE,FANTOM
1108,Puffin,None,ENCODE-CAGE,ENCODE
1109,Puffin,None,ENCODE-RAMPAGE,ENCODE
1110,Puffin,None,GRO-cap,GRO
1111,Puffin,None,PRO-cap,PRO
1112,Enformer,cerebellum male adult (27 years) and male adult (35 years),DNase-seq,ENCODE
1113,Enformer,frontal cortex male adult (27 years) and male adult (35 years),DNase-seq,ENCODE
1114,Enformer,chorion,DNase-seq,ENCODE
1115,Enformer,Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour,DNase-seq,ENCODE
1116,Enformer,GM03348,DNase-seq,ENCODE
1117,Enformer,GM03348 genetically modified using transduction treated with 3 ug/mL doxycycline for 10 days,DNase-seq,ENCODE
1118,Enformer,AG08395,DNase-seq,ENCODE
1119,Enformer,AG08396,DNase-seq,ENCODE
1120,Enformer,AG20443,DNase-seq,ENCODE
1121,Enformer,frontal cortex female adult (67 years) and female adult (80 years),DNase-seq,ENCODE
1122,Enformer,H54,DNase-seq,ENCODE
1123,Enformer,GM10248,DNase-seq,ENCODE
