Dim1,Dim2,Group,Expression
9.141939,8.616356,Rand,
9.637218,5.7755957,Rand,
9.037638,4.976463,Rand,
8.587074,5.848099,Rand,
8.710708,8.090454,Rand,
8.677835,5.3257046,Rand,
15.794381,3.0587277,Rand,
10.425903,5.351214,Rand,
13.886907,10.595047,Rand,
9.935509,7.990833,Rand,
9.0133705,7.4954853,Rand,
8.56723,4.3519225,Rand,
8.798024,6.3074827,Rand,
8.636084,7.6851077,Rand,
9.078956,7.661962,Rand,
8.414845,8.450094,Rand,
9.29504,5.2536383,Rand,
11.001879,10.442499,Rand,
9.93378,8.894839,Rand,
9.306074,8.73078,Rand,
15.603765,2.980293,Rand,
8.904128,8.190988,Rand,
14.217954,10.6203165,Rand,
11.39426,6.077544,Rand,
8.720419,7.7875376,Rand,
8.627086,7.4147487,Rand,
8.658964,7.6813693,Rand,
8.775547,8.515515,Rand,
8.618615,5.4506245,Rand,
10.9462595,10.470694,Rand,
8.146011,9.611182,Rand,
12.178852,6.047126,Rand,
8.7179575,6.1663904,Rand,
14.726116,2.7794487,Rand,
10.757425,3.7001815,Rand,
9.541053,5.0101776,Rand,
13.98217,10.604712,Rand,
7.834969,4.764925,Rand,
8.585713,4.437665,Rand,
10.926786,3.768683,Rand,
8.67644,5.682857,Rand,
15.632669,3.207651,Rand,
10.365726,5.681178,Rand,
9.266626,5.725094,Rand,
9.107607,5.6917906,Rand,
8.635932,5.7775884,Rand,
8.776614,4.619245,Rand,
9.218747,8.342672,Rand,
9.743365,8.073188,Rand,
8.946114,4.6144233,Rand,
8.873506,4.109473,Rand,
8.580499,7.8006063,Rand,
8.708315,5.5931664,Rand,
7.8582344,4.7715297,Rand,
8.641344,5.5662727,Rand,
10.229982,8.169622,Rand,
8.36581,8.685405,Rand,
9.726011,7.341604,Rand,
8.797157,4.640688,Rand,
8.866651,8.143032,Rand,
8.163366,9.033786,Rand,
8.79733,4.531692,Rand,
8.17072,9.63831,Rand,
12.264527,4.373497,Rand,
8.6372595,9.303086,Rand,
10.107692,3.832802,Rand,
14.005013,10.609095,Rand,
8.611781,8.811173,Rand,
9.3911085,8.2214775,Rand,
8.528426,4.460485,Rand,
8.39901,9.529867,Rand,
10.062029,5.0601187,Rand,
8.548462,4.4127555,Rand,
9.503162,8.923246,Rand,
8.406512,9.461521,Rand,
15.210177,3.048038,Rand,
8.753025,9.19912,Rand,
11.807312,8.350217,Rand,
9.941883,8.600306,Rand,
8.761445,4.7454777,Rand,
9.58112,7.897289,Rand,
9.210841,5.4732957,Rand,
9.099053,4.0413437,Rand,
8.679802,9.038148,Rand,
9.4332905,7.6132765,Rand,
8.430933,8.708789,Rand,
8.598775,8.19202,Rand,
10.888271,4.1819243,Rand,
9.688295,4.9264483,Rand,
10.81276,5.590127,Rand,
8.741683,4.930308,Rand,
9.019212,6.1744595,Rand,
9.011979,8.782855,Rand,
10.279403,3.8416686,Rand,
9.025719,6.333548,Rand,
8.82706,4.704638,Rand,
8.958201,8.846512,Rand,
11.056211,3.3773081,Rand,
8.801021,6.9455733,Rand,
11.21069,8.007625,Rand,
8.185229,9.623263,Rand,
8.996435,4.2672415,Rand,
9.878729,3.9624941,Rand,
8.999522,6.2285166,Rand,
8.780773,9.166058,Rand,
8.255733,4.8426814,Rand,
9.204336,8.115305,Rand,
8.867146,8.806216,Rand,
8.92792,7.8527927,Rand,
9.638316,6.336475,Rand,
8.994994,3.9369075,Rand,
10.10529,3.7846408,Rand,
8.750035,8.012574,Rand,
13.902621,10.631468,Rand,
8.816226,8.875755,Rand,
8.551295,9.16717,Rand,
8.891124,4.2335215,Rand,
8.528637,4.441533,Rand,
11.156153,3.764163,Rand,
8.417102,8.634664,Rand,
8.227654,9.63294,Rand,
14.099259,10.619617,Rand,
8.785656,8.548223,Rand,
9.899598,5.4850197,Rand,
9.269634,5.5500445,Rand,
8.088054,9.131018,Rand,
9.028314,7.4182653,Rand,
8.920983,7.9161205,Rand,
9.4684305,8.203555,Rand,
7.8311644,4.7451982,Rand,
8.718495,5.907676,Rand,
8.577976,5.844875,Rand,
8.701415,7.824736,Rand,
10.093194,3.8030362,Rand,
10.0747,5.01551,Rand,
9.106074,4.095249,Rand,
11.402088,7.8114753,Rand,
9.213908,6.529392,Rand,
16.132622,8.181001,Rand,
9.047552,8.533744,Rand,
8.9514475,3.811604,Rand,
8.827817,6.862145,Rand,
8.87009,5.087338,Rand,
9.425162,8.256774,Rand,
8.833314,6.6935925,Rand,
8.895377,7.569986,Rand,
8.184762,9.514114,Rand,
8.2019825,9.303831,Rand,
10.462072,6.2300043,Rand,
9.397473,7.320076,Rand,
8.899769,5.609932,Rand,
9.028101,8.451951,Rand,
8.802605,4.450693,Rand,
8.911865,5.575506,Rand,
10.564197,3.8204453,Rand,
9.533846,7.9331694,Rand,
8.694226,8.725732,Rand,
8.792096,8.692914,Rand,
8.911702,8.695769,Rand,
9.238208,7.0704875,Rand,
7.9802127,4.8287187,Rand,
8.923248,6.0609775,Rand,
8.118063,9.290921,Rand,
8.573599,5.0749683,Rand,
8.8215885,5.518347,Rand,
8.878366,7.7046385,Rand,
9.422054,6.2423215,Rand,
8.584403,5.557577,Rand,
8.841184,5.1740336,Rand,
7.906796,4.802258,Rand,
8.697364,6.157109,Rand,
8.253961,9.490679,Rand,
8.4497175,9.485679,Rand,
9.006211,4.730705,Rand,
11.929738,3.5430517,Rand,
8.662601,9.002146,Rand,
8.800078,7.933843,Rand,
9.33496,5.981243,Rand,
8.828649,9.10758,Rand,
9.882239,5.5542407,Rand,
9.799351,8.001754,Rand,
8.551323,7.910347,Rand,
9.510645,4.052211,Rand,
8.802414,6.398227,Rand,
9.584174,5.775845,Rand,
10.359828,5.2154274,Rand,
9.056981,5.8436275,Rand,
9.251261,4.0517063,Rand,
10.045552,5.2919135,Rand,
15.127054,2.8653963,Rand,
8.909764,4.77444,Rand,
14.213844,10.28793,Rand,
8.891022,8.620099,Rand,
8.824616,7.5778112,Rand,
8.880601,4.6472116,Rand,
8.6429,4.517013,Rand,
8.986637,4.2933707,Rand,
9.802522,5.5016193,Rand,
8.780946,8.940766,Rand,
8.951336,4.060572,Rand,
9.028783,5.1313295,Rand,
9.033179,3.8181627,Rand,
8.594753,4.3504157,Rand,
8.311985,9.4824705,Rand,
9.8359995,5.776929,Rand,
9.172774,6.8340735,Rand,
8.673272,7.4926543,Rand,
9.031736,3.8341749,Rand,
8.671169,6.464894,Rand,
8.942777,6.5693717,Rand,
9.095918,6.5546327,Rand,
8.705232,4.6115565,Rand,
9.545361,5.259888,Rand,
15.059241,2.8263364,Rand,
8.622055,4.5963726,Rand,
9.156504,6.5264516,Rand,
8.869706,5.2598033,Rand,
14.975257,2.7793467,Rand,
9.060898,7.933582,Rand,
8.258756,4.7242556,Rand,
9.359844,6.430129,Rand,
8.920915,4.9084697,Rand,
9.663014,5.3941207,Rand,
8.977666,5.3108306,Rand,
8.899906,6.4804187,Rand,
9.904179,5.093247,Rand,
9.220967,8.537511,Rand,
8.440214,8.418857,Rand,
8.873165,4.583702,Rand,
15.460729,3.1162937,Rand,
9.485084,4.7964096,Rand,
8.271294,8.388218,Rand,
8.521223,4.4070053,Rand,
7.902586,4.7637315,Rand,
9.060689,5.765338,Rand,
8.414041,8.892937,Rand,
9.044719,4.2259994,Rand,
7.9661264,4.824328,Rand,
8.690618,5.616953,Rand,
8.217771,4.692985,Rand,
9.386341,4.3283296,Rand,
9.726719,7.8742156,Rand,
7.9212832,4.7975955,Rand,
8.2584,8.699088,Rand,
11.21665,8.130156,Rand,
8.943168,5.9972987,Rand,
13.870277,10.53745,Rand,
9.760471,6.853253,Rand,
8.410712,8.86704,Rand,
8.295104,8.286264,Rand,
10.138352,5.9024405,Rand,
8.530843,5.5216036,Rand,
8.743668,5.643054,Rand,
9.031491,3.70989,Rand,
9.002502,7.350586,Rand,
8.75255,8.456332,Rand,
8.981476,6.144704,Rand,
8.700828,5.3759346,Rand,
10.082701,5.9482484,Rand,
8.145104,9.023949,Rand,
9.563463,8.778539,Rand,
9.308247,5.4983153,Rand,
8.906776,7.5061307,Rand,
9.314597,5.525067,Rand,
8.734432,9.2374935,Rand,
10.029188,6.6292973,Rand,
9.633464,5.5919023,Rand,
8.64743,9.228664,Rand,
8.983908,9.040943,Rand,
9.772572,7.9517684,Rand,
8.705408,8.688327,Rand,
8.629968,7.948083,Rand,
8.08136,9.020197,Rand,
8.77631,8.369499,Rand,
10.029032,5.7152157,Rand,
8.27578,9.458667,Rand,
9.087646,3.7035844,Rand,
13.705388,10.519002,Rand,
8.871735,5.7515187,Rand,
10.115878,3.7994525,Rand,
10.168691,3.9413886,Rand,
8.62845,4.579627,Rand,
8.5969095,7.9512877,Rand,
8.927425,4.1926255,Rand,
8.411731,9.372832,Rand,
8.962757,4.057648,Rand,
9.037483,3.8602703,Rand,
8.160438,9.639093,Rand,
10.030373,6.378935,Rand,
8.748286,5.601549,Rand,
8.735935,6.6542606,Rand,
9.990495,5.411923,Rand,
12.259082,6.9677215,Rand,
9.432481,5.2068505,Rand,
9.445857,5.9082546,Rand,
9.034634,6.5188994,Rand,
8.586325,4.313361,Rand,
8.59657,9.137577,Rand,
9.000239,8.328959,Rand,
8.717423,6.200611,Rand,
9.054516,7.2500095,Rand,
8.995756,7.938989,Rand,
9.772015,7.3436885,Rand,
8.781711,4.960778,Rand,
9.173939,8.828589,Rand,
9.16905,5.9318647,Rand,
8.210835,8.316261,Rand,
8.592696,4.6786914,Rand,
8.921312,7.810867,Rand,
8.399142,7.9638414,Rand,
8.820259,9.01624,Rand,
8.825914,8.762136,Rand,
8.646854,5.920218,Rand,
8.835157,6.893235,Rand,
8.932849,5.393913,Rand,
8.975949,3.892354,Rand,
11.536057,6.2045813,Rand,
8.353483,8.771935,Rand,
9.0965,7.736357,Rand,
8.197927,9.418804,Rand,
8.891946,6.7008257,Rand,
7.7823195,4.734776,Rand,
9.323205,8.236348,Rand,
9.225553,7.9088674,Rand,
9.107205,5.244856,Rand,
11.522218,3.6780083,Rand,
9.310944,6.0438156,Rand,
8.090151,9.006211,Rand,
10.069781,3.8622625,Rand,
9.111131,5.720429,Rand,
8.773303,6.038426,Rand,
8.526272,4.433196,Rand,
